domain,ioc,uri_path,timestamp,source
04e9e371f04631e8.azureedge.net,Possible Cobalt Strike C2 Domain,/safebrowsing/AshjNws/cF087BzExl5yy7QJ5PcazHu,1664181011,C2IntelFeeds
0ccbee77601f0aba.azureedge.net,Possible Cobalt Strike C2 Domain,/safebrowsing/zQgOZgcy/ZwfvKvX7QfGnB2xNggWidHDNJbjai,1664181011,C2IntelFeeds
10080.site,Possible Cobalt Strike C2 Domain,/en_US/all.js,1664181011,C2IntelFeeds
1222-173-82-121-42.ngrok.io,Possible Cobalt Strike C2 Domain,/Restrict/RCS/IZO04EKRW,1664181011,C2IntelFeeds
15454489a.tencent-cloud.workers.dev,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,1664181011,C2IntelFeeds
1bb1393a0054ca93.azureedge.net,Possible Cobalt Strike C2 Domain,/safebrowsing/BEjOw-uc/pPJkqkRu254uyhitEdgse5,1664181011,C2IntelFeeds
220267ee689b0789.azureedge.net,Possible Cobalt Strike C2 Domain,/safebrowsing/zQgOZgcy/ZwfvKvX7QfGnB2xNggWidHDNJbjai,1664181011,C2IntelFeeds
22238.net,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,1664181011,C2IntelFeeds
273020d458bf4f74.azureedge.net,Possible Cobalt Strike C2 Domain,/safebrowsing/WOG6L/vYLJ7N3kaSER1XQVC8QiJTLJ5MNZCsQL7UGw2iBP9H1,1664181011,C2IntelFeeds
360.cn,Possible Cobalt Strike C2 Fronting Domain,/extension.html,1664181011,C2IntelFeeds
360.com,Possible Cobalt Strike C2 Fronting Domain,/cx,1664181011,C2IntelFeeds
360se.linkpc.net,Possible Cobalt Strike C2 Fronted Domain,/owa/,1664181011,C2IntelFeeds
36e5cb82.yk1.net,Possible Cobalt Strike C2 Fronted Domain,/async/ddljson,1664181011,C2IntelFeeds
36e5cb82.yk1.net,Possible Cobalt Strike C2 Fronted Domain,/async/newtab_ogb,1664181011,C2IntelFeeds
3ebd2abb24a7e3af.azureedge.net,Possible Cobalt Strike C2 Domain,/safebrowsing/N5oP2/Ykv9SfZmxm1S1fAAOYsKpT6uk,1664181011,C2IntelFeeds
61c29c85405f0792.azureedge.net,Possible Cobalt Strike C2 Domain,/safebrowsing/BEjOw-uc/pPJkqkRu254uyhitEdgse5,1664181011,C2IntelFeeds
827e22f2e1433d0a.azureedge.net,Possible Cobalt Strike C2 Domain,/safebrowsing/GprV/9waIZ-WPLy5PBSLiSXu3NQ8lV0mp8YB3l4LAwAM,1664181011,C2IntelFeeds
955fc2e220f92eb0.azureedge.net,Possible Cobalt Strike C2 Domain,/safebrowsing/GprV/9waIZ-WPLy5PBSLiSXu3NQ8lV0mp8YB3l4LAwAM,1664181011,C2IntelFeeds
96dc3607a840b779.azureedge.net,Possible Cobalt Strike C2 Domain,/safebrowsing/MN0q779B/ru3drXJdFEyIDzRStxrdcTiv0IPlDD,1664181011,C2IntelFeeds
99755581977da63e.azureedge.net,Possible Cobalt Strike C2 Domain,/safebrowsing/WOG6L/vYLJ7N3kaSER1XQVC8QiJTLJ5MNZCsQL7UGw2iBP9H1,1664181011,C2IntelFeeds
BraPrest.com,Possible Cobalt Strike C2 Fronted Domain,/safebrowsing/d5pERENa/PnpJkYMYtUJziWuAS0icoN,1664181011,C2IntelFeeds
C-API.F5C3D8AC-AEB7-49EE-B1D3-D4721DA03386.icu,Possible Cobalt Strike C2 Domain,/image/,1664181011,C2IntelFeeds
C-API.f5c3d8ac-aeb7-49ee-b1d3-d4721da03386.icu,Possible Cobalt Strike C2 Domain,/image/,1664181011,C2IntelFeeds
CouponBrothers.com,Possible Cobalt Strike C2 Fronted Domain,/safebrowsing/Jwjy4/1OP6G9ItGccede6X3YjAvpnYhgdZHyu1XE12dTz,1664181011,C2IntelFeeds
a.daidu.co,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,1664181011,C2IntelFeeds
a.efrey.top,Possible Cobalt Strike C2 Domain,/dot.gif,1664181011,C2IntelFeeds
a.laclac.ml,Possible Cobalt Strike C2 Domain,/image/,1664181011,C2IntelFeeds
