domain,ioc,uri_path,timestamp,source
aashiyana.tatasteel.com,Possible Cobalt Strike C2 Fronted Domain,/Remove/v7.61/B1S2VYTPUV,1671897600,C2IntelFeeds
blendrender.com,Possible Cobalt Strike C2 Domain,/groupcp.css,1671897600,C2IntelFeeds
blendrender.com,Possible Cobalt Strike C2 Fronting Domain,/groupcp.css,1671897600,C2IntelFeeds
dsadtegd.global.ssl.fastly.net,Possible Cobalt Strike C2 Fronting Domain,/Remove/v7.61/B1S2VYTPUV,1671897600,C2IntelFeeds
soltonbigs.com,Possible Cobalt Strike C2 Domain,/dev/coke/CQHL5IYQF,1671897600,C2IntelFeeds
sslmcd.com,Possible Cobalt Strike C2 Domain,/film,1671897600,C2IntelFeeds
www.blendrender.com,Possible Cobalt Strike C2 Fronted Domain,/groupcp.css,1671897600,C2IntelFeeds
ukmedia.store,Possible Cobalt Strike C2 Domain,/bn.css,1671897600,C2IntelFeeds
activate.anondns.net,Possible Cobalt Strike C2 Domain,/load,1672070400,C2IntelFeeds
d16vrz45pe7l8i.cloudfront.net,Possible Cobalt Strike C2 Domain,/mobile-home.js,1672070400,C2IntelFeeds
d2keqa7g0xnve6.cloudfront.net,Possible Cobalt Strike C2 Domain,/eo,1672070400,C2IntelFeeds
one-gaming-store.com,Possible Cobalt Strike C2 Domain,/Level/v3.7/CB7OWFLKPZBB,1672070400,C2IntelFeeds
service-jjtklb1e-1307868367.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/login,1672070400,C2IntelFeeds
updatemicrotok.online,Possible Cobalt Strike C2 Domain,/owa/,1672070400,C2IntelFeeds
zfuxwvouqvnttpsrxe.tech,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,1672070400,C2IntelFeeds
service-nl25bhib-1257451595.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x,1672156800,C2IntelFeeds
smallpetlive.com,Possible Cobalt Strike C2 Domain,/Read/v7.18/GKCFMRN0K,1672156800,C2IntelFeeds
update.viewdns.net,Possible Cobalt Strike C2 Domain,/__utm.gif,1672156800,C2IntelFeeds
update.viewdns.net,Possible Cobalt Strike C2 Domain,/visit.js,1672156800,C2IntelFeeds
apacheorg.wiki,Possible Cobalt Strike C2 Domain,/en_US/all.js,1672243200,C2IntelFeeds
as.storkxzsvc.com,Possible Cobalt Strike C2 Domain,/br,1672243200,C2IntelFeeds
fomeyogo.com,Possible Cobalt Strike C2 Domain,/queue/click/07B4WD8R,1672243200,C2IntelFeeds
gimsvalued.com,Possible Cobalt Strike C2 Domain,/dhl,1672243200,C2IntelFeeds
gimsvalued.com,Possible Cobalt Strike C2 Fronting Domain,/boxes,1672243200,C2IntelFeeds
gimsvalued.com,Possible Cobalt Strike C2 Fronting Domain,/dhl,1672243200,C2IntelFeeds
itbusinessusa.com,Possible Cobalt Strike C2 Domain,/hr.html,1672243200,C2IntelFeeds
qw.storkxzsvc.com,Possible Cobalt Strike C2 Domain,/remove,1672243200,C2IntelFeeds
sso.gimsvalued.com,Possible Cobalt Strike C2 Fronted Domain,/dhl,1672243200,C2IntelFeeds
www.gimsvalued.com,Possible Cobalt Strike C2 Fronted Domain,/boxes,1672243200,C2IntelFeeds
zobagip.com,Possible Cobalt Strike C2 Domain,/verify/v1.5/QWDPDEXPSQW,1672243200,C2IntelFeeds
zx.storkxzsvc.com,Possible Cobalt Strike C2 Domain,/br,1672243200,C2IntelFeeds
a.wv2022.com,Possible Cobalt Strike C2 Domain,/wp06/wp-includes/po.php,1672329600,C2IntelFeeds
gc.first-site.workers.dev,Possible Cobalt Strike C2 Domain,/download/update/2022/12/eBjC5xrj65Gxaa1652,1672329600,C2IntelFeeds
j7aaycd6fe6mpp.ddns.net,Possible Cobalt Strike C2 Fronted Domain,/watch,1672329600,C2IntelFeeds
microsoft-stroge.co,Possible Cobalt Strike C2 Domain,/c/msdownload/update/others/2022/12/29136388_,1672329600,C2IntelFeeds
service-rjphyzhq-1309482780.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/cm,1672329600,C2IntelFeeds
www.youtube.com,Possible Cobalt Strike C2 Fronting Domain,/watch,1672329600,C2IntelFeeds
c-c-backelmjyx.cn-shanghai.fcapp.run,Possible Cobalt Strike C2 Domain,/developer-server/online/_next/static/css,1672416000,C2IntelFeeds
d194zjmj02lpmi.cloudfront.net,Possible Cobalt Strike C2 Domain,/ml.css,1672416000,C2IntelFeeds
d2vl0gdro49u3c.cloudfront.net,Possible Cobalt Strike C2 Domain,/mobile-home.js,1672416000,C2IntelFeeds
jijiya.amazooon.ga,Possible Cobalt Strike C2 Domain,/www/handle/doc,1672416000,C2IntelFeeds
msupdate.cdnverificationlinks.com,Possible Cobalt Strike C2 Domain,/safebrowsing/rd/CltOb12nLW1IbHehcmUtd2hUdmFzEBAY7-0KIOkUDC7h2,1672416000,C2IntelFeeds
www.kar98k.icu,Possible Cobalt Strike C2 Domain,/jquery-3.3.x.min.js,1672416000,C2IntelFeeds
