domain,ioc,uri_path,timestamp,source
afspd.com,Possible Cobalt Strike C2 Domain,/fax,1673107200,C2IntelFeeds
amazon.co.jp,Possible Cobalt Strike C2 Fronting Domain,/btn_bg,1673107200,C2IntelFeeds
poveloyu.com,Possible Cobalt Strike C2 Domain,/construct/v5.19/DX2YYRISZ9,1673107200,C2IntelFeeds
q9c9x7n8.stackpathcdn.com,Possible Cobalt Strike C2 Fronting Domain,/updates.rss,1673107200,C2IntelFeeds
regalazes.com,Possible Cobalt Strike C2 Domain,/interpret/v6.13/JFU585BO,1673107200,C2IntelFeeds
ruhiwedun.com,Possible Cobalt Strike C2 Fronted Domain,/btn_bg,1673107200,C2IntelFeeds
service-jzl8fg3s-1302014318.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x,1673107200,C2IntelFeeds
shop.taobaos.top,Possible Cobalt Strike C2 Domain,/updates.rss,1673107200,C2IntelFeeds
service.serviceclv-firefox.com,Possible Cobalt Strike C2 Domain,/default.css,1673107200,C2IntelFeeds
cs2-1629717.internalsupports.com,Possible Cobalt Strike C2 Fronted Domain,/en-us/silentauth,1673193600,C2IntelFeeds
www.ppccw.pro,Possible Cobalt Strike C2 Domain,/__utm.gif,1673193600,C2IntelFeeds
www.microsoft.com,Possible Cobalt Strike C2 Fronting Domain,/en-us/silentauth,1673193600,C2IntelFeeds
api.netwindws.com,Possible Cobalt Strike C2 Domain,/www/handle/doc,1673280000,C2IntelFeeds
fixx.sbs,Possible Cobalt Strike C2 Domain,/ptj,1673280000,C2IntelFeeds
fowafow.com,Possible Cobalt Strike C2 Domain,/def/netscape/VS644DRCF,1673280000,C2IntelFeeds
laxstore.gq,Possible Cobalt Strike C2 Domain,/image/,1673280000,C2IntelFeeds
www.twincn.cf,Possible Cobalt Strike C2 Domain,/microsoft/en-us/auto_sync/sync_update/,1673280000,C2IntelFeeds
service-gcnqmcp3-1307217324.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/Login,1673280000,C2IntelFeeds
dl.kasperskymeen.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,1673366400,C2IntelFeeds
exx0n.life,Possible Cobalt Strike C2 Domain,/ajax/libs/jquery/3.3.1/jquery.slim.min.js,1673366400,C2IntelFeeds
jqueryprofiles.ignorelist.com,Possible Cobalt Strike C2 Domain,/apiv2/products/cache/amzn.items.product,1673366400,C2IntelFeeds
search.sougoupingyin.com,Possible Cobalt Strike C2 Domain,/api/3,1673366400,C2IntelFeeds
